,ODD,HC,UOC,FTEP,OSP,FTAG,HTAG,FT25,HT25,FTHAG,HTHAG,FTH25,HTH25
40,1.83,95,182,52.197802197802204,0.461226558540294,[0.95604396 1.69230769],[0.41758242 0.78021978],49.45054945054945,10.989010989010989,[0.51578947 2.47368421],[0.22105263 1.15789474],64.21052631578948,12.631578947368421
41,1.85,178,317,56.15141955835961,0.8033451596553473,[1.         1.82018927],[0.4637224 0.8170347],56.15141955835961,14.195583596214512,[0.71910112 2.66292135],[0.37078652 1.21910112],70.2247191011236,19.662921348314608
42,1.9,158,304,51.973684210526315,0.7704004054738975,[1.03618421 1.61184211],[0.43092105 0.6875    ],49.34210526315789,10.526315789473683,[0.62658228 2.39240506],[0.27848101 1.05696203],61.39240506329114,15.18987341772152
43,1.91,79,167,47.30538922155689,0.42321338063862135,[1.08982036 1.56287425],[0.43113772 0.66467066],54.49101796407185,11.377245508982035,[0.48101266 2.21518987],[0.18987342 0.87341772],59.49367088607595,10.126582278481013
44,1.95,176,403,43.67245657568238,1.0212873796249367,[1.08933002 1.5483871 ],[0.48635236 0.73945409],47.64267990074442,12.903225806451612,[0.5        2.46022727],[0.24431818 1.13636364],59.09090909090909,17.613636363636363
45,2.0,259,496,52.21774193548387,1.2569690826153066,[1.09677419 1.63306452],[0.52419355 0.71975806],51.20967741935484,12.298387096774194,[0.69498069 2.44015444],[0.35907336 1.04633205],64.86486486486487,15.057915057915059
46,2.05,208,481,43.24324324324324,1.218955904713634,[1.16424116 1.52390852],[0.51975052 0.65904366],50.51975051975052,12.058212058212058,[0.56730769 2.43269231],[0.24519231 1.08173077],62.019230769230774,16.346153846153847
47,2.1,233,500,46.6,1.2671059300557528,[1.136 1.518],[0.494 0.666],50.0,10.4,[0.60085837 2.34763948],[0.2832618  1.04291845],58.36909871244635,12.875536480686694
48,2.15,216,507,42.60355029585799,1.2848454130765332,[1.17159763 1.46745562],[0.51873767 0.65285996],50.887573964497044,11.045364891518737,[0.60648148 2.36574074],[0.27777778 1.05092593],59.72222222222222,13.425925925925927
49,2.2,277,616,44.967532467532465,1.5610745058286872,[1.12337662 1.46753247],[0.50162338 0.66558442],47.564935064935064,11.85064935064935,[0.5631769  2.27075812],[0.27075812 1.00722022],56.317689530685925,16.60649819494585
